MonsoonIntensity,TopographyDrainage,RiverManagement,Deforestation,Urbanization,ClimateChange,DamsQuality,Siltation,AgriculturalPractices,Encroachments,IneffectiveDisasterPreparedness,DrainageSystems,CoastalVulnerability,Landslides,Watersheds,DeterioratingInfrastructure,PopulationScore,WetlandLoss,InadequatePlanning,PoliticalFactors,FloodProbability
6,3,5,7,6,3,7,403.4287935,5,1,8,4,4,4,6,3,4,3,6,7,0.331256762
3,1,4,5,6,2,5,403.4287935,8,5,2,,5,4,3,5,6,4,4,3,0.431921575
3,6,7,5,4,3,3,54.59815003,5,4,3,0,4,9,2,4,2,3,7,4,0.425070931
6,3,6,4,6,4,3,7.389056099,9,4,7,3,2,8,2,3,7,5,6,8,0.411316053
2,5,7,3,2,5,8,403.4287935,4,4,7,7,5,5,5,6,2,4,8,5,0.422850244
5,6,4,5,4,5,7,1096.633158,7,5,5,4,6,2,2,7,3,3,8,10,0.417959683
3,4,8,4,5,3,4,2.718281828,5,5,7,5,6,2,2,3,7,3,4,5,0.324550074
6,3,5,4,4,7,6,7.389056099,7,3,3,4,4,3,6,4,4,6,5,7,0.312768898
3,8,2,8,4,3,6,7.389056099,1,5,4,6,9,4,4,8,4,3,5,3,0.397762738
2,7,6,4,3,5,4,148.4131591,2,7,1,4,6,4,6,6,4,1,4,5,0.347910406
4,5,5,1,2,5,6,2980.957987,4,10,7,7,8,6,6,9,8,2,6,7,0.387655324
,3,7,5,2,6,6,20.08553692,6,5,8,8,4,6,6,6,3,3,4,4,0.388778103
6,6,3,7,8,8,2,403.4287935,4,5,7,5,8,4,4,6,10,6,6,3,0.420096621
7,2,7,1,2,2,6,148.4131591,5,6,7,8,6,6,3,3,5,5,5,3,0.322637381
8,2,9,4,5,8,2,54.59815003,4,5,7,,9,3,6,3,5,5,3,2,0.42391249
6,5,6,6,5,4,8,403.4287935,4,9,3,7,3,5,2,5,2,6,4,10,0.345439653
5,4,6,6,4,7,3,8103.083928,4,4,2,,9,5,5,4,3,4,7,5,0.424710614
3,3,6,5,5,7,5,1096.633158,6,4,6,4,4,5,3,10,3,7,6,5,0.328505751
8,5,5,5,2,5,2,7.389056099,3,5,10,8,9,6,5,4,3,6,2,8,0.322413868
4,5,2,2,3,10,2,403.4287935,6,2,8,,6,4,4,6,5,3,1,6,0.386207933
4,4,5,10,7,7,5,1096.633158,6,1,6,5,5,7,8,3,5,6,7,2,0.42654133
2,6,6,4,5,4,3,22026.46579,3,3,10,6,4,6,12,3,8,0,4,7,0.36815571
6,3,4,5,4,4,6,54.59815003,5,12,3,7,5,6,4,2,3,8,6,7,0.311545427
6,4,5,4,5,2,6,20.08553692,7,3,9,7,4,4,4,3,4,4,4,4,0.421840028
3,5,5,4,4,9,8,403.4287935,4,9,5,5,6,5,5,10,5,3,4,7,0.369656042
2,4,3,8,1,4,8,54.59815003,6,5,8,6,1,3,3,5,2,1,8,5,0.370747194
5,4,5,7,5,5,6,7.389056099,1,7,5,7,8,3,6,6,4,4,6,6,0.330241831
3,2,6,9,6,6,4,54.59815003,4,6,3,7,4,3,4,3,6,4,9,5,0.327803384
3,8,4,5,5,4,2,403.4287935,5,2,8,2,5,11,5,5,7,7,2,7,0.385379655
3,3,6,6,5,3,6,8103.083928,6,5,5,7,2,7,7,1,6,7,5,5,0.360287753
5,9,5,3,4,3,5,20.08553692,5,4,9,5,5,6,6,3,2,8,7,3,0.320691942
6,4,2,6,8,8,2,54.59815003,3,2,2,9,6,4,4,4,8,10,5,2,0.436814776
6,2,9,8,5,11,5,20.08553692,6,10,8,3,4,7,2,4,4,5,4,6,0.306542834
1,4,9,3,3,4,12,2980.957987,9,3,5,5,2,7,5,13,2,4,5,7,0.306075789
7,4,6,5,4,5,5,2980.957987,4,5,6,8,3,3,5,5,4,7,6,5,0.4370056
2,2,1,6,8,6,1,7.389056099,10,7,6,2,6,7,7,4,8,2,4,2,0.330998845
2,5,3,5,5,5,6,20.08553692,5,6,5,6,4,4,6,3,6,7,1,5,0.301970435
5,6,3,5,6,4,10,148.4131591,7,6,7,8,3,7,8,3,8,6,5,3,0.355652997
5,4,5,4,1,4,1,2.718281828,6,6,2,6,10,8,2,5,1,2,7,4,0.330607554
6,6,3,6,3,5,5,2.718281828,10,4,4,4,3,1,6,4,2,6,2,10,0.412814785
5,5,3,3,6,6,4,148.4131591,6,4,5,5,4,2,6,8,8,8,9,7,0.335485114
12,4,6,7,4,6,6,7.389056099,3,1,4,5,7,2,10,2,3,4,6,5,0.414404924
6,6,8,6,3,5,3,22026.46579,6,6,9,6,1,1,7,4,2,4,6,3,0.374309776
5,8,8,4,7,5,9,1096.633158,1,4,1,5,6,3,3,6,7,4,6,7,0.41270546
3,1,2,7,6,9,3,403.4287935,4,4,10,,7,1,5,4,3,5,3,2,0.385948832
,6,6,6,6,8,7,1096.633158,4,2,5,4,5,5,2,7,5,4,5,8,0.405812839
4,6,4,5,6,3,4,20.08553692,5,6,4,5,9,4,4,3,4,5,4,2,0.364261164
6,4,5,10,10,3,6,54.59815003,3,4,9,,5,5,2,2,7,7,3,6,0.358954744
1,3,8,7,7,4,5,403.4287935,5,1,6,4,4,8,7,4,7,3,7,1,0.363606416
6,4,3,8,6,4,4,403.4287935,7,6,4,8,5,5,5,3,6,3,5,4,0.40405643
,8,6,7,8,3,6,8103.083928,4,3,5,7,4,6,2,6,7,4,8,7,0.361930457
8,7,3,2,4,1,6,148.4131591,4,9,5,5,4,1,1,7,7,5,3,4,0.340854827
4,2,6,7,5,7,3,20.08553692,6,3,2,3,4,6,3,6,6,4,4,2,0.413486953
3,5,6,4,5,4,1,403.4287935,6,5,2,3,4,10,9,6,5,8,6,3,0.358075026
4,4,9,4,5,5,10,148.4131591,2,7,4,,2,6,6,3,1,6,1,6,0.362587853
4,7,7,1,3,3,4,22026.46579,6,3,10,5,7,9,7,10,5,8,3,6,0.311518616
0,4,9,4,6,2,5,1096.633158,3,6,5,6,7,1,2,6,6,2,8,6,0.351307061
5,7,1,6,6,3,5,2980.957987,5,11,3,,6,7,8,4,5,9,6,4,0.41515648
6,8,4,1,5,4,3,20.08553692,3,5,7,5,5,6,5,4,6,4,6,6,0.393497536
6,2,8,5,6,7,3,54.59815003,4,3,5,6,2,4,8,8,6,2,7,7,0.31844066
4,6,2,6,5,3,8,148.4131591,7,4,2,5,7,7,5,3,5,8,5,5,0.365670331
13,7,2,7,4,9,5,1096.633158,3,3,4,6,3,3,11,8,3,2,6,3,0.429566527
4,7,6,7,11,7,4,2.718281828,2,2,5,7,4,6,9,9,14,4,1,7,0.332350297
6,2,5,3,4,8,0,54.59815003,6,6,4,5,4,3,4,5,4,2,4,9,0.415513992
4,5,9,10,6,3,4,8103.083928,0,11,2,6,5,4,5,2,3,5,3,3,0.378990659
12,7,4,8,7,8,6,148.4131591,3,0,6,7,2,8,6,8,6,4,4,2,0.349956482
4,9,9,0,7,4,6,54.59815003,7,3,3,4,4,7,9,8,9,3,3,9,0.436012908
,3,2,6,10,5,4,2980.957987,8,3,9,7,9,2,5,5,9,5,5,3,0.400954008
4,8,4,9,7,6,8,2.718281828,4,5,4,5,5,6,5,5,4,2,6,5,0.344418604
7,7,15,3,6,3,6,2.718281828,7,7,3,4,4,6,5,4,8,1,3,4,0.327274196
5,9,11,3,3,8,7,148.4131591,3,4,9,2,2,5,1,5,5,7,8,2,0.422971197
1,3,8,7,6,5,8,54.59815003,7,5,4,7,7,4,8,4,5,0,5,4,0.382801491
3,2,2,3,4,5,9,54.59815003,3,4,10,5,3,6,4,5,4,2,3,7,0.305123914
3,6,4,4,5,5,2,20.08553692,7,4,4,3,4,5,5,7,6,6,6,3,0.359893549
5,9,4,10,6,5,7,20.08553692,3,3,4,1,3,3,5,8,5,3,5,9,0.362115724
7,7,4,8,10,3,3,1096.633158,3,4,2,5,4,13,2,7,10,2,4,3,0.408562024
2,5,3,4,4,5,2,54.59815003,4,4,4,5,2,4,6,4,1,12,4,6,0.33337236
4,5,5,6,9,7,3,7.389056099,4,11,5,5,8,5,5,6,8,7,7,6,0.364096918
6,6,5,3,0,6,4,54.59815003,8,3,5,9,10,3,6,6,2,8,6,5,0.311149169
3,2,4,6,7,5,7,7.389056099,5,5,6,7,7,3,4,5,8,6,3,8,0.317318918
3,2,6,2,6,5,5,148.4131591,5,4,4,4,8,4,2,4,7,10,11,2,0.411155633
5,7,5,11,9,4,3,54.59815003,5,6,4,6,4,4,3,4,5,5,5,11,0.373317482
5,4,2,2,4,3,1,148.4131591,6,3,5,4,6,1,5,4,7,5,4,4,0.354042982
4,11,5,8,5,8,5,20.08553692,4,7,5,8,3,3,3,7,3,7,3,2,0.337275061
5,9,4,6,5,2,4,2980.957987,6,6,4,8,2,5,4,2,6,4,4,3,0.434908271
5,4,6,3,4,3,3,54.59815003,11,3,4,4,7,8,3,5,8,6,9,6,0.365546143
6,6,4,8,8,4,4,8103.083928,5,6,6,9,5,7,3,0,6,4,5,6,0.378890977
7,2,7,1,6,5,2,1096.633158,7,3,3,,0,2,4,7,9,6,4,5,0.437811869
4,3,5,6,2,6,1,148.4131591,5,6,2,4,7,5,4,7,2,4,4,5,0.405405524
3,7,4,4,5,8,5,148.4131591,6,4,8,6,4,4,5,5,6,7,3,8,0.352883254
5,5,2,5,2,2,3,8103.083928,5,7,4,6,6,1,4,6,3,5,5,7,0.37790691
8,3,1,3,4,1,4,7.389056099,3,3,2,4,5,4,5,0,6,5,6,3,0.355335536
5,3,4,2,5,5,8,403.4287935,6,1,4,8,3,5,4,4,7,4,7,3,0.377522433
0,2,5,4,8,2,8,7.389056099,5,8,7,2,11,3,6,5,9,1,2,3,0.390557009
4,2,6,8,8,7,3,20.08553692,5,7,11,7,5,6,6,2,6,3,2,5,0.436547968
0,5,8,5,4,6,6,54.59815003,4,6,4,7,3,8,3,9,6,5,10,1,0.402431357
3,3,4,6,4,2,5,2.718281828,7,2,9,1,4,6,1,7,5,5,3,5,0.397596479
8,6,2,5,6,8,6,8103.083928,3,2,2,7,1,8,4,4,4,4,6,5,0.313542182
1,7,0,2,2,3,6,148.4131591,3,6,3,3,9,8,4,5,6,7,6,5,0.344704773
8,5,4,2,3,6,5,148.4131591,3,3,3,8,4,2,4,4,4,8,2,7,0.339300304
6,4,4,4,7,1,5,20.08553692,2,2,4,2,3,7,4,8,10,8,4,3,0.314084288
2,11,10,4,4,3,3,20.08553692,4,2,6,,4,1,4,1,3,4,5,4,0.422057053
3,0,5,5,3,6,1,403.4287935,6,3,10,,3,8,6,1,1,4,4,3,0.413852658
1,7,3,7,4,5,4,22026.46579,5,1,4,6,6,2,4,6,3,7,3,6,0.41063094
3,1,11,5,4,6,9,148.4131591,9,7,4,4,6,2,5,6,5,4,3,6,0.324719874
4,6,8,4,4,5,7,20.08553692,8,5,4,2,4,7,3,7,6,8,6,2,0.383959091
7,3,3,5,5,7,5,20.08553692,7,7,4,5,5,6,13,7,7,6,3,3,0.373830148
2,2,1,8,6,7,4,20.08553692,8,3,11,6,3,5,6,4,5,2,12,6,0.385755869
4,2,4,7,7,4,4,54.59815003,5,2,1,9,9,7,6,7,7,8,4,8,0.410217465
3,3,3,1,4,1,2,2.718281828,2,2,9,6,6,6,2,6,8,5,2,4,0.313148174
3,4,3,7,5,7,3,403.4287935,4,7,5,3,8,3,5,4,7,4,2,5,0.32675506
6,5,9,6,5,5,6,7.389056099,6,2,4,3,4,3,4,8,6,5,1,6,0.339377109
3,5,9,5,1,1,4,1096.633158,4,8,9,5,5,6,8,5,0,4,3,4,0.365881934
7,4,4,3,2,8,6,2980.957987,5,2,9,2,3,1,10,2,3,4,9,3,0.38200151
6,7,6,7,8,9,3,7.389056099,4,6,3,2,5,8,10,4,9,8,3,12,0.342726891
2,4,2,7,4,8,6,1096.633158,4,5,9,5,2,3,4,10,4,3,5,4,0.315362299
5,6,3,4,8,5,4,403.4287935,7,1,4,5,7,9,4,4,9,5,3,4,0.371018623
7,7,7,4,4,6,7,7.389056099,8,4,3,3,3,9,7,8,4,4,3,4,0.308324814
4,6,8,1,5,6,5,54.59815003,7,12,5,8,5,8,3,3,8,7,5,3,0.350910801
5,9,4,6,6,2,4,148.4131591,6,4,6,2,6,6,6,5,4,8,4,8,0.306180535
7,5,6,1,0,2,1,403.4287935,7,5,2,7,3,3,3,4,3,10,4,2,0.330632305
,2,4,2,2,4,6,2.718281828,2,6,4,1,6,4,6,5,4,5,6,7,0.315420711
7,11,5,6,5,8,2,54.59815003,3,2,3,3,3,6,1,4,4,9,4,6,0.362489863
6,4,8,4,3,9,4,148.4131591,6,3,6,4,8,1,7,5,4,3,6,5,0.332951141
7,8,3,8,7,5,7,148.4131591,5,4,2,1,5,2,7,3,6,7,2,4,0.307660405
3,5,2,3,6,3,5,403.4287935,6,2,5,6,6,7,5,4,9,7,5,6,0.341740801
3,5,5,7,4,5,6,403.4287935,4,9,5,6,2,11,5,5,2,5,5,6,0.424974544
9,4,8,4,4,5,4,20.08553692,4,3,2,6,4,7,5,3,5,4,6,4,0.417935665
3,4,5,5,8,6,6,403.4287935,11,5,5,5,5,5,11,2,7,4,4,9,0.423595914
6,4,9,8,5,1,4,7.389056099,4,4,4,4,5,7,2,3,4,5,2,4,0.354823983
8,3,3,7,4,5,7,8103.083928,3,3,5,4,5,7,5,7,1,6,3,4,0.423035177
5,2,6,4,2,9,6,148.4131591,4,3,5,3,2,8,1,4,2,8,5,6,0.433210789
4,10,2,7,7,8,3,20.08553692,4,4,3,6,4,6,6,6,7,4,5,4,0.434126222
1,4,4,3,4,4,2,148.4131591,6,5,5,6,5,5,1,7,5,5,7,8,0.317391116
0,5,6,8,5,3,5,1096.633158,2,3,1,5,3,6,2,2,4,4,3,9,0.415293771
4,3,7,5,4,8,9,54.59815003,4,5,4,4,4,10,6,3,3,2,7,3,0.347113119
1,7,3,7,6,3,2,403.4287935,6,8,3,,6,2,4,6,3,3,4,5,0.362965006
3,6,1,4,5,5,3,148.4131591,8,3,7,4,7,4,3,6,5,7,4,5,0.391782231
4,5,6,5,5,6,4,22026.46579,4,2,3,,5,4,5,4,1,4,2,5,0.406071302
3,3,4,5,5,7,4,148.4131591,3,6,4,3,4,5,7,1,6,5,6,4,0.42597257
2,5,6,1,3,5,3,2980.957987,6,6,5,5,5,3,5,8,4,5,5,2,0.434093332
7,3,6,1,3,3,3,1096.633158,3,4,5,5,5,4,2,5,4,4,4,10,0.40779812
2,6,3,6,6,4,1,403.4287935,2,4,4,4,5,8,5,0,2,6,7,2,0.333633347
7,5,5,5,6,7,6,7.389056099,6,6,2,4,4,10,4,6,8,7,2,2,0.371176586
3,4,12,4,4,5,1,54.59815003,3,6,5,3,4,5,6,4,3,7,5,8,0.348396042
7,3,6,2,2,5,5,8103.083928,4,6,6,6,5,2,6,6,0,3,4,4,0.421111896
5,4,6,7,7,5,6,54.59815003,2,1,9,1,7,4,5,3,5,4,4,4,0.369340853
5,6,4,4,6,6,2,22026.46579,4,10,4,6,3,5,7,6,7,3,7,3,0.419916682
8,4,6,3,4,3,5,20.08553692,6,4,3,6,2,8,9,2,4,9,6,3,0.436393936
,2,7,9,8,4,1,54.59815003,7,3,4,,5,4,3,8,6,4,7,4,0.340268445
4,4,5,5,5,5,5,54.59815003,3,4,4,3,4,3,2,8,5,3,5,9,0.304091623
6,9,9,3,5,3,5,1,4,4,3,3,3,4,5,1,5,6,6,4,0.330005125
4,4,5,3,4,4,8,20.08553692,8,3,7,2,2,3,8,4,4,9,5,6,0.389564467
5,5,4,3,3,1,0,20.08553692,4,5,4,1,7,4,4,12,4,4,5,6,0.413273016
2,6,5,8,8,2,7,148.4131591,8,5,3,6,1,2,4,4,9,3,4,6,0.404776852
8,4,5,7,6,6,11,403.4287935,4,3,8,2,2,5,5,9,6,3,4,4,0.412415081
6,4,5,3,4,7,2,20.08553692,7,8,1,7,4,5,9,2,8,4,4,1,0.429446621
4,6,5,2,4,5,5,54.59815003,6,3,5,6,7,4,5,3,7,7,7,6,0.331413626
7,4,6,6,6,2,4,20.08553692,9,6,2,7,3,9,3,6,8,2,3,6,0.307006593
4,4,5,8,8,2,3,7.389056099,3,3,2,5,5,3,7,5,7,3,5,6,0.3459716
4,4,8,1,5,4,7,54.59815003,9,5,6,3,4,3,8,5,6,8,6,5,0.41953129
4,5,6,6,5,3,5,54.59815003,4,2,2,7,5,4,1,5,4,4,5,8,0.401895041
2,5,4,6,4,7,6,54.59815003,2,8,8,8,8,5,7,6,3,3,4,6,0.304622738
8,5,6,3,3,4,7,54.59815003,7,3,2,6,2,7,11,3,4,6,6,3,0.321653546
7,6,4,4,3,5,3,54.59815003,8,4,6,3,4,4,5,2,2,4,3,6,0.430158932
5,6,2,5,5,11,2,54.59815003,6,4,3,1,6,1,8,8,4,9,4,6,0.369465248
,8,3,0,2,3,5,148.4131591,5,2,4,7,3,1,3,5,5,3,3,8,0.389614236
7,6,2,3,4,6,9,148.4131591,4,3,10,,3,7,5,6,4,2,5,7,0.313196372
6,7,6,3,0,3,5,148.4131591,6,7,5,7,6,3,6,7,0,5,8,1,0.380750995
1,4,4,1,2,5,11,20.08553692,7,10,5,4,2,4,7,5,6,7,10,9,0.418459461
4,5,7,6,8,5,4,20.08553692,4,3,2,4,2,13,3,3,9,4,6,10,0.426341124
6,3,5,4,4,6,6,54.59815003,1,5,4,7,6,4,7,6,5,3,5,2,0.363079666
3,6,3,7,7,1,3,2.718281828,0,3,2,7,4,2,6,7,7,9,5,3,0.382162182
7,9,6,7,8,4,4,148.4131591,2,1,4,9,9,5,5,3,7,4,3,4,0.402171669
4,8,5,7,4,8,5,7.389056099,11,5,4,6,3,8,5,11,4,3,4,4,0.355857428
6,8,5,4,7,5,4,54.59815003,6,7,5,9,2,5,7,2,8,8,0,4,0.340910097
9,6,3,6,6,4,4,403.4287935,9,3,3,5,7,2,4,4,5,6,5,8,0.312462101
4,2,1,3,4,0,5,403.4287935,3,11,11,7,9,6,7,9,3,5,2,3,0.327359675
4,5,3,3,4,3,3,148.4131591,3,8,5,8,4,8,5,5,6,4,3,3,0.437575047
7,4,2,5,4,9,3,148.4131591,7,6,7,5,7,2,6,2,8,4,5,5,0.421962855
9,6,3,0,1,2,4,1096.633158,5,2,4,4,11,6,4,6,4,7,2,6,0.348500552
2,7,3,4,4,6,6,403.4287935,10,2,5,5,7,3,10,7,5,5,6,4,0.416238312
3,5,3,6,5,3,4,403.4287935,5,3,3,9,4,8,8,5,3,8,6,4,0.407069813
6,7,5,7,7,4,2,20.08553692,6,3,5,9,4,4,8,4,8,6,4,9,0.435452465
1,5,9,3,7,3,10,1096.633158,3,7,10,5,8,12,9,3,10,2,4,2,0.305518024
,7,4,6,8,9,7,1096.633158,9,3,2,7,5,6,4,8,5,4,4,7,0.381060815
3,11,3,10,8,6,9,59874.14172,4,5,3,6,6,5,3,5,6,7,6,7,0.398109583
5,6,5,2,5,6,4,54.59815003,3,6,3,9,2,5,7,6,5,9,6,7,0.416119217
3,2,5,8,10,4,3,22026.46579,4,6,10,8,3,7,3,2,10,1,4,2,0.412374747
2,4,2,6,6,7,6,20.08553692,6,11,8,5,1,5,4,7,5,8,4,4,0.338731474
5,8,3,5,8,8,3,8103.083928,3,2,2,3,5,5,7,3,12,4,8,6,0.39849821
11,3,4,4,5,4,7,8103.083928,6,6,9,5,6,4,9,4,8,6,5,8,0.413357125
6,5,8,3,5,4,6,2980.957987,6,6,3,3,5,0,3,6,5,1,3,4,0.372224154
7,2,5,6,4,3,8,54.59815003,2,4,6,4,3,2,6,7,4,3,7,6,0.370145882
2,5,3,6,4,3,8,148.4131591,2,8,3,4,4,3,6,7,3,4,7,2,0.361764231
4,8,5,0,4,4,8,54.59815003,3,4,4,3,7,3,5,6,7,2,6,4,0.329092518
2,9,4,10,5,5,2,148.4131591,3,4,3,3,3,3,4,6,5,2,4,4,0.416688608
4,4,2,3,5,6,3,403.4287935,9,4,7,3,6,8,3,3,7,7,2,3,0.370315115
6,7,5,4,3,6,2,54.59815003,9,4,5,2,3,1,3,4,3,6,6,6,0.318851013
8,8,3,7,2,6,7,1096.633158,7,10,8,8,3,5,5,10,2,5,3,2,0.427992027
2,8,7,5,6,7,4,20.08553692,7,6,7,2,6,6,4,4,5,7,5,2,0.418274464
2,5,7,6,7,4,5,20.08553692,7,3,5,11,10,6,3,1,5,6,3,5,0.359191176
0,4,6,2,6,6,7,20.08553692,8,8,11,3,6,4,2,5,6,5,3,4,0.409450625
7,3,3,7,6,10,8,148.4131591,6,5,5,,6,5,2,3,6,4,4,3,0.323267927
2,3,4,1,4,6,1,1096.633158,3,4,5,3,8,5,5,7,2,7,3,2,0.436062518
9,7,5,7,5,4,5,403.4287935,4,3,4,6,4,6,3,6,5,8,2,7,0.311928602
5,6,9,3,5,7,4,2980.957987,5,5,5,,7,5,2,1,4,7,5,5,0.423442109
,11,3,6,4,3,6,148.4131591,3,0,7,3,1,2,5,3,2,5,6,8,0.439705619
4,3,1,6,6,1,6,54.59815003,2,7,6,2,9,10,3,4,6,5,1,5,0.340586113
4,5,2,2,5,4,8,54.59815003,6,14,4,3,8,7,4,3,5,6,3,4,0.413659262
6,8,3,7,5,7,2,1096.633158,4,1,6,7,3,6,3,6,3,9,7,7,0.427946849
8,3,9,8,7,3,8,20.08553692,3,7,3,10,7,7,5,5,6,5,6,6,0.433356606
4,5,8,5,4,9,6,403.4287935,3,7,6,6,6,4,5,5,5,5,4,4,0.400902621
5,5,3,7,6,5,4,2980.957987,7,4,2,1,4,5,5,3,5,4,6,6,0.386808951
9,5,5,4,5,5,1,148.4131591,5,3,6,3,2,9,4,5,5,7,8,3,0.31463828
5,6,5,3,5,7,7,20.08553692,4,6,1,3,4,4,3,2,7,9,3,7,0.365689835
1,7,5,4,4,4,8,2.718281828,4,4,3,6,9,5,4,4,4,4,6,9,0.355201452
5,9,4,3,4,9,4,403.4287935,5,5,3,1,2,4,2,5,2,7,5,6,0.303072803
6,7,8,7,7,4,4,403.4287935,6,6,6,8,6,1,7,6,8,5,5,3,0.339974745
,3,1,6,3,6,3,54.59815003,4,3,6,2,3,8,7,5,3,9,6,4,0.404060929
3,4,6,1,0,3,9,403.4287935,5,5,4,5,5,1,7,5,2,6,2,4,0.34259185
7,6,4,5,7,4,1,2.718281828,5,5,2,7,6,4,5,2,7,8,3,6,0.304697211
9,2,5,5,6,5,7,148.4131591,6,7,6,5,3,2,4,5,5,9,2,8,0.407851479
7,3,2,6,5,7,6,54.59815003,9,8,3,6,5,6,4,3,4,1,6,7,0.413173012
4,4,3,7,6,3,3,148.4131591,1,2,9,8,1,1,7,7,7,3,1,6,0.303805155
5,5,3,4,5,6,7,54.59815003,3,5,4,5,4,2,4,5,6,9,7,6,0.417038328
6,5,8,6,4,5,3,1096.633158,7,4,6,4,3,8,10,3,4,9,5,2,0.411564789
4,4,5,6,4,3,10,148.4131591,8,5,2,7,8,1,7,7,2,2,5,3,0.386936038
6,4,3,10,8,5,3,20.08553692,4,6,3,5,7,2,7,5,4,4,4,2,0.30623042
3,3,7,7,4,4,3,148.4131591,2,5,5,4,4,4,8,6,3,7,7,0,0.432159174
5,4,6,7,6,3,4,1096.633158,7,7,9,3,9,2,5,4,5,5,7,4,0.314037197
4,6,7,3,6,3,2,148.4131591,5,3,7,3,6,8,5,5,6,8,7,4,0.400714354
6,3,6,4,3,5,2,54.59815003,2,2,8,,4,4,5,5,4,8,8,8,0.40693944
7,4,4,7,5,4,2,2980.957987,5,4,6,7,6,0,5,2,4,4,7,6,0.432592715
6,6,5,4,4,4,5,403.4287935,7,2,5,2,8,6,6,12,4,4,11,3,0.432658309
7,7,2,2,4,8,7,54.59815003,2,4,3,5,7,1,6,6,5,4,6,9,0.339036209
8,5,5,3,3,3,7,20.08553692,4,10,4,4,3,10,2,7,2,7,6,5,0.332480316
8,5,4,4,3,1,7,403.4287935,5,6,9,3,4,7,5,3,1,3,4,3,0.357539181
6,3,6,1,3,7,5,148.4131591,3,5,1,7,3,2,7,8,6,5,6,4,0.430956076
5,4,5,2,5,8,3,54.59815003,3,6,5,3,3,3,3,4,7,8,3,7,0.401357873
4,5,3,2,4,6,8,20.08553692,3,4,6,4,3,4,2,7,5,6,5,8,0.427678028
5,6,6,4,4,5,7,7.389056099,6,10,7,3,4,2,4,4,5,5,4,7,0.330468758
6,6,9,4,6,6,6,22026.46579,3,0,7,8,8,4,1,2,6,4,9,7,0.309521484
1,8,3,4,6,4,6,148.4131591,6,7,7,2,3,5,3,6,5,7,4,4,0.303468311
0,4,2,8,6,2,7,2980.957987,3,4,8,7,4,10,3,3,6,4,6,2,0.30997607
2,6,5,6,5,6,7,54.59815003,5,6,8,3,6,3,5,4,3,10,2,8,0.417752899
3,2,3,5,5,5,4,148.4131591,7,4,1,5,3,5,5,1,5,2,4,0,0.422098732
3,4,5,9,9,6,6,403.4287935,2,5,5,4,0,7,3,4,7,6,4,7,0.428399255
3,4,5,4,6,5,5,403.4287935,7,2,3,8,5,4,6,2,4,8,7,5,0.357193553
8,5,2,6,0,2,6,403.4287935,6,1,7,6,9,6,5,5,0,8,2,3,0.365226927
,3,3,2,6,5,1,148.4131591,5,4,9,5,3,7,5,5,9,8,4,5,0.326670254
6,4,5,4,5,8,4,148.4131591,2,9,1,10,10,2,3,12,5,7,4,7,0.361758039
4,5,6,8,5,1,5,403.4287935,7,3,4,4,0,6,7,4,4,5,3,10,0.321879753
3,3,8,5,4,4,3,1096.633158,10,6,5,5,5,3,4,1,4,7,4,9,0.386491605
3,5,5,7,6,1,4,54.59815003,7,5,4,3,3,6,2,7,3,7,4,3,0.302273144
5,4,3,6,6,2,7,1096.633158,8,7,3,4,3,4,4,4,6,3,7,4,0.359960648
2,5,6,5,4,5,4,54.59815003,12,8,3,5,6,6,4,7,4,6,5,5,0.437863158
4,6,7,6,6,9,4,1,6,7,5,3,4,9,5,4,4,6,5,5,0.439220452
6,9,4,5,4,6,7,1,4,2,3,3,2,7,8,3,4,5,8,3,0.408289467
7,4,4,4,4,5,5,403.4287935,6,3,7,5,8,6,4,4,4,0,8,3,0.341841599
7,5,7,7,5,4,5,2980.957987,2,7,4,5,2,3,9,4,4,5,7,1,0.327832485
4,5,8,4,6,4,5,20.08553692,3,1,3,5,3,7,2,0,8,1,8,5,0.30509126
,2,6,2,6,6,7,148.4131591,4,7,4,8,4,1,0,0,7,4,5,6,0.358575414
6,6,3,3,7,2,1,54.59815003,8,4,6,4,10,5,5,4,9,4,4,8,0.364488496
9,3,5,6,8,3,6,20.08553692,3,5,0,7,12,3,5,3,7,3,7,4,0.311254654
2,9,11,7,4,5,7,54.59815003,6,3,5,6,5,4,6,5,3,4,9,4,0.421498594
3,1,10,2,4,7,4,1096.633158,3,2,3,6,3,6,5,5,5,9,8,4,0.3910506
3,5,9,5,4,4,8,20.08553692,12,4,7,4,7,1,6,6,4,4,5,5,0.353192833
6,6,6,3,6,3,7,148.4131591,3,5,0,5,4,1,3,6,6,5,11,4,0.4197094
6,1,11,6,5,1,1,148.4131591,10,4,3,2,4,2,5,6,4,2,7,3,0.357676866
6,3,8,3,5,4,4,20.08553692,6,10,2,,5,3,5,9,6,6,7,5,0.41873204
2,5,5,3,6,5,3,148.4131591,4,2,3,5,4,6,5,3,7,11,8,3,0.369390409
5,2,3,6,7,2,6,20.08553692,9,5,6,4,1,5,6,4,7,3,5,8,0.388952572
3,3,6,8,6,6,6,1096.633158,2,8,6,3,3,7,5,5,6,6,8,5,0.315261564
5,4,1,6,6,4,2,148.4131591,5,6,0,12,8,10,5,7,5,3,6,4,0.336132743
6,3,9,10,4,10,6,7.389056099,5,6,7,8,6,3,6,4,1,2,4,9,0.391299984
4,5,5,5,5,7,6,54.59815003,0,9,2,4,6,4,2,4,4,6,4,3,0.357494407
